,symbol,frequency,open,high,low,close,volume,amount,pre_close,position,bob,eob
16,SHSE.688288,1d,16.79,17.4,14.81,14.82,3722885,59497646.66,16.75,0,2024-02-28 00:00:00+08:00,2024-02-28 00:00:00+08:00
17,SHSE.688288,1d,14.51,16.36,14.25,16.34,2953244,45980854.44,14.82,0,2024-02-29 00:00:00+08:00,2024-02-29 00:00:00+08:00
18,SHSE.688288,1d,16.7,17.11,15.95,16.88,1966640,32680775.03,16.34,0,2024-03-01 00:00:00+08:00,2024-03-01 00:00:00+08:00
19,SHSE.688288,1d,17.13,17.29,16.04,16.29,1661562,27288134.11,16.88,0,2024-03-04 00:00:00+08:00,2024-03-04 00:00:00+08:00
20,SHSE.688288,1d,16.17,16.18,15.47,15.8,1798811,28471430.67,16.29,0,2024-03-05 00:00:00+08:00,2024-03-05 00:00:00+08:00
21,SHSE.688288,1d,15.68,15.99,15.22,15.77,1593332,24855605.3,15.8,0,2024-03-06 00:00:00+08:00,2024-03-06 00:00:00+08:00
22,SHSE.688288,1d,15.76,16.21,15.3,15.35,1335343,21027939.3,15.77,0,2024-03-07 00:00:00+08:00,2024-03-07 00:00:00+08:00
23,SHSE.688288,1d,15.4,15.78,15.19,15.58,779143,12072564.95,15.35,0,2024-03-08 00:00:00+08:00,2024-03-08 00:00:00+08:00
24,SHSE.688288,1d,15.5,15.86,15.27,15.73,907863,14114171.78,15.58,0,2024-03-11 00:00:00+08:00,2024-03-11 00:00:00+08:00
25,SHSE.688288,1d,15.89,16.66,15.73,16.48,1479049,24100259.55,15.73,0,2024-03-12 00:00:00+08:00,2024-03-12 00:00:00+08:00
26,SHSE.688288,1d,16.48,16.76,16.12,16.4,1641158,26832410.13,16.48,0,2024-03-13 00:00:00+08:00,2024-03-13 00:00:00+08:00
27,SHSE.688288,1d,16.76,16.76,15.6,15.97,1305099,20818079.77,16.4,0,2024-03-14 00:00:00+08:00,2024-03-14 00:00:00+08:00
28,SHSE.688288,1d,15.97,16.1,15.66,16.0,1214383,19339532.79,15.97,0,2024-03-15 00:00:00+08:00,2024-03-15 00:00:00+08:00
29,SHSE.688288,1d,16.26,16.47,15.82,16.47,1783232,28806455.05,16.0,0,2024-03-18 00:00:00+08:00,2024-03-18 00:00:00+08:00
30,SHSE.688288,1d,16.45,17.1,16.41,16.92,1782658,29955573.72,16.47,0,2024-03-19 00:00:00+08:00,2024-03-19 00:00:00+08:00
31,SHSE.688288,1d,16.84,17.07,16.51,17.06,1455038,24550419.83,16.92,0,2024-03-20 00:00:00+08:00,2024-03-20 00:00:00+08:00
32,SHSE.688288,1d,17.26,17.32,16.5,16.95,1234290,20886960.97,17.06,0,2024-03-21 00:00:00+08:00,2024-03-21 00:00:00+08:00
33,SHSE.688288,1d,17.03,17.2,16.34,16.62,1292988,21482058.23,16.95,0,2024-03-22 00:00:00+08:00,2024-03-22 00:00:00+08:00
34,SHSE.688288,1d,16.43,16.63,15.67,15.81,1268792,20464312.97,16.62,0,2024-03-25 00:00:00+08:00,2024-03-25 00:00:00+08:00
35,SHSE.688288,1d,15.58,16.08,15.22,15.37,1225332,19045323.54,15.81,0,2024-03-26 00:00:00+08:00,2024-03-26 00:00:00+08:00
36,SHSE.688288,1d,15.39,15.66,14.79,14.81,1452566,21963316.62,15.37,0,2024-03-27 00:00:00+08:00,2024-03-27 00:00:00+08:00
37,SHSE.688288,1d,14.62,15.88,14.62,15.63,1386364,21463306.6,14.81,0,2024-03-28 00:00:00+08:00,2024-03-28 00:00:00+08:00
38,SHSE.688288,1d,15.66,15.95,15.36,15.87,1220693,19147507.13,15.63,0,2024-03-29 00:00:00+08:00,2024-03-29 00:00:00+08:00
39,SHSE.688288,1d,15.99,16.45,15.61,16.4,1138848,18411280.84,15.87,0,2024-04-01 00:00:00+08:00,2024-04-01 00:00:00+08:00
40,SHSE.688288,1d,16.47,16.47,15.75,15.99,984402,15766319.32,16.4,0,2024-04-02 00:00:00+08:00,2024-04-02 00:00:00+08:00
41,SHSE.688288,1d,15.9,15.93,15.16,15.54,841276,13024814.05,15.99,0,2024-04-03 00:00:00+08:00,2024-04-03 00:00:00+08:00
42,SHSE.688288,1d,15.54,15.69,14.68,14.68,1091962,16303562.34,15.54,0,2024-04-08 00:00:00+08:00,2024-04-08 00:00:00+08:00
43,SHSE.688288,1d,14.68,14.96,14.43,14.76,931187,13655794.59,14.68,0,2024-04-09 00:00:00+08:00,2024-04-09 00:00:00+08:00
44,SHSE.688288,1d,14.46,14.73,14.05,14.31,933533,13379161.19,14.76,0,2024-04-10 00:00:00+08:00,2024-04-10 00:00:00+08:00
45,SHSE.688288,1d,14.09,15.17,13.96,14.87,1449304,21346614.25,14.31,0,2024-04-11 00:00:00+08:00,2024-04-11 00:00:00+08:00
46,SHSE.688288,1d,14.87,14.92,14.33,14.4,1403365,20414622.53,14.87,0,2024-04-12 00:00:00+08:00,2024-04-12 00:00:00+08:00
47,SHSE.688288,1d,14.33,14.47,12.58,12.77,2259917,29944957.48,14.4,0,2024-04-15 00:00:00+08:00,2024-04-15 00:00:00+08:00
48,SHSE.688288,1d,12.9,12.97,11.23,11.3,2257384,26345471.01,12.77,0,2024-04-16 00:00:00+08:00,2024-04-16 00:00:00+08:00
49,SHSE.688288,1d,11.55,12.76,11.55,12.49,1675274,20782127.65,11.3,0,2024-04-17 00:00:00+08:00,2024-04-17 00:00:00+08:00
50,SHSE.688288,1d,12.91,12.91,12.08,12.43,1732509,21566431.29,12.49,0,2024-04-18 00:00:00+08:00,2024-04-18 00:00:00+08:00
51,SHSE.688288,1d,12.43,12.54,11.75,12.02,1771531,21429341.91,12.43,0,2024-04-19 00:00:00+08:00,2024-04-19 00:00:00+08:00
52,SHSE.688288,1d,12.19,12.39,11.5,12.11,1445637,17355511.7,12.02,0,2024-04-22 00:00:00+08:00,2024-04-22 00:00:00+08:00
53,SHSE.688288,1d,12.21,12.86,12.16,12.65,1398020,17576685.75,12.11,0,2024-04-23 00:00:00+08:00,2024-04-23 00:00:00+08:00
54,SHSE.688288,1d,12.88,13.43,12.34,13.3,1180003,15492192.2,12.65,0,2024-04-24 00:00:00+08:00,2024-04-24 00:00:00+08:00
55,SHSE.688288,1d,13.56,13.67,13.13,13.3,1022058,13678518.88,13.3,0,2024-04-25 00:00:00+08:00,2024-04-25 00:00:00+08:00
